Name RAh_1 RAm_1 RAs_1 DE-_1 DEd_1 DEm_1 DEs_1 a26_1 b/a AB_1 l_FUVmag FUVmag Bmag l_Hamag Hamag Kmag f_Kmag l_21mag 21mag W50 TType Tdw1 Tdw2 RVel Dis f_Dis RAh_2 RAm_2 RAs_2 DE-_2 DEd_2 DEm_2 DEs_2 a26_2 inc Vm AB_2 BMag SBB logKLum logM26 l_logMHI logMHI VLG Theta1 MD Theta5 Thetaj
UGC07267 12 15 23.6 + 51 21 0 2.09 0.32 0.11 "" 16.5 14.8 "" 18.8 11.9 * "" 14.9 117 8 "" "" 473 12.9 TF 12 15 23.6 + 51 21 0 7.67 73 53 0.17 -16.0 24.7 8.77 9.4 "" 8.58 551 0.4 NGC4102 0.5 1.49
UGC07271 12 15 33.4 + 43 26 3 2.4 0.34 0.06 "" 16.6 14.9 "" 18.9 13.2 "" "" 15.5 105 7 "" "" 546 18.6 TF 12 15 33.4 + 43 26 3 12.59 72 48 0.1 -16.6 25.2 8.59 9.53 "" 8.69 585 -1.9 NGC4100 -1.3 ""
UGC07298 12 16 28.6 + 52 13 38 0.85 0.55 0.1 "" 17.5 16.0 "" 22.6 13.3 "" "" 15.8 21 10 Ir N 174 4.19 TRGB 12 16 28.6 + 52 13 38 1.03 67 3 0.0 -12.3 24.1 7.24 5.95 "" 7.27 256 -0.4 NGC4736 0.0 1.37
UGC07320 12 17 28.5 + 44 48 41 1.2 0.44 0.05 "" 18.4 15.4 "" 21.0 13.0 * "" 16.8 55 10 Ir N 541 9.2 TF 12 17 28.5 + 44 48 41 3.15 81 24 0.0 -14.5 24.3 8.04 8.31 "" 7.54 587 -0.2 NGC4490 0.2 1.34
UGC07485 12 24 22.2 + 21 9 36 1.07 0.68 0.09 "" 17.9 15.0 "" "" 12.5 "" "" 17.5 34 9 BCD N 959 7.94 TF 12 24 22.2 + 21 9 36 2.48 54 14 0.0 -14.6 23.7 8.12 7.77 "" 7.12 892 -0.1 NGC4382 0.2 1.51
UGC07512 12 25 41.3 + 2 9 32 1.45 0.52 0.08 "" 17.4 15.2 "" 20.1 12.8 * "" 15.3 65 10 Ir N 1506 11.86 TRGB 12 25 41.3 + 2 9 32 4.94 70 30 0.0 -15.3 24.5 8.35 8.7 "" 8.36 1354 0.1 NGC4472 0.2 0.69
UGC07584 12 28 2.9 + 22 35 22 0.91 0.5 0.1 "" 17.2 16.2 "" 19.8 13.7 * "" 16.2 35 9 BCD N 603 9.2 TF 12 28 2.9 + 22 35 22 2.43 72 13 0.0 -13.7 24.5 7.74 7.65 "" 7.78 545 0.0 NGC4382 0.2 1.67
UGC07596 12 28 33.9 + 8 38 23 1.58 0.43 0.09 "" 18.5 14.9 "" 22.3 12.5 * "" 18.5 27 10 Ir N 565 4.6 TF 12 28 33.9 + 8 38 23 2.09 83 6 0.0 -13.5 24.4 7.65 6.95 "" 6.26 443 -0.7 NGC4826 -0.5 -1.23
UGC07605 12 28 39.0 + 35 43 5 1.48 0.73 0.06 "" 15.9 14.8 "" 18.6 12.4 "" "" 15.8 26 10 Ir N 310 4.74 TRGB 12 28 39.0 + 35 43 5 2.04 49 6 0.0 -13.7 24.2 7.71 6.95 "" 7.38 317 0.7 NGC4395 0.8 1.44
UGC07636 12 30 1.0 + 7 55 46 0.89 0.81 0.09 "" 19.1 14.9 "" "" 12.5 * "" 19.0 25 10 Ir N 469 5.2 TF 12 30 1.0 + 7 55 46 1.36 40 5 0.0 -13.8 23.2 7.76 6.63 "" 6.17 344 -1.0 NGC4826 -0.8 -0.65
UGC07639 12 29 53.0 + 47 31 48 2.14 0.54 0.05 "" 16.2 14.1 "" 20.5 11.7 * "" 16.1 39 9 Im N 385 7.14 SBF 12 29 53.0 + 47 31 48 4.38 68 16 0.0 -15.2 24.3 8.33 8.11 "" 7.62 450 0.7 NGC4258 0.8 1.7
UGC07642 12 30 13.8 + 2 37 30 0.95 0.64 0.07 "" 17.0 15.3 "" 19.3 12.9 * "" 16.5 36 9 Im N 1635 10.0 TF 12 30 13.8 + 2 37 30 2.75 58 15 0.0 -14.7 23.8 8.15 7.87 "" 7.73 1488 1.2 NGC4457 1.2 1.82
UGC07678 12 32 0.4 + 39 49 55 1.64 0.54 0.07 "" 15.6 13.8 "" 17.9 12.5 "" "" 15.4 63 9 Im N 681 9.08 TRGB 12 32 0.4 + 39 49 55 4.29 68 29 0.0 -16.0 23.5 8.24 8.63 "" 8.1 710 0.8 NGC4490 0.8 1.17
UGC07690 12 32 26.9 + 42 42 15 2.09 0.79 0.13 "" 14.9 13.1 "" 17.1 11.4 "" "" 14.5 71 8 "" "" 536 8.91 mem 12 32 26.9 + 42 42 15 5.52 38 50 0.03 -16.8 23.2 8.66 9.2 "" 8.44 578 1.6 NGC4490 1.7 1.18
UGC07699 12 32 48.0 + 37 37 18 3.98 0.27 0.05 "" 14.8 13.3 "" 17.0 11.2 "" "" 14.1 171 7 "" "" 495 14.5 TF 12 32 48.0 + 37 37 18 16.11 77 77 0.42 -18.0 24.4 9.19 10.04 "" 9.03 514 -0.3 NGC4369 0.0 0.83
UGC07748 12 34 38.4 + 68 20 25 1.13 0.59 0.06 "" 16.5 16.2 "" "" 13.8 * "" 16.1 46 9 Im N 458 8.7 TF 12 34 38.4 + 68 20 25 2.84 63 21 0.0 -13.6 25.0 7.68 8.16 "" 7.77 590 -0.6 UGC07490 -0.4 -0.28
UGC07774 12 36 22.5 + 40 0 19 3.16 0.16 0.07 "" 16.5 14.6 "" 18.6 11.1 * "" 14.2 183 7 "" "" 528 22.6 TF 12 36 22.5 + 40 0 19 19.61 89 80 0.63 -17.9 24.9 9.6 10.17 "" 9.36 559 -2.3 NGC4565 -1.8 ""
UGC07827 12 39 38.9 + 44 49 15 1.25 0.58 0.08 "" 16.9 16.0 "" 18.2 13.5 * "" 15.3 44 10 Ir N 553 9.09 TRGB 12 39 38.9 + 44 49 15 3.29 64 20 0.0 -13.9 25.0 7.82 8.17 "" 8.15 609 "" "" "" ""
UGC07929 12 45 20.9 + 21 25 37 1.0 0.48 0.04 "" 19.9 16.5 "" "" 14.1 * "" "" "" 9 Im- N 387 4.41 mem 12 45 20.9 + 21 25 37 1.26 75 "" 0.0 -11.8 25.1 6.96 "" "" "" 334 1.6 NGC4826 1.6 1.24
UGC07950 12 46 56.4 + 51 36 47 1.38 0.74 0.06 "" 15.3 14.6 "" 18.4 12.1 "" "" 15.5 57 9 Im N 508 8.9 TF 12 46 56.4 + 51 36 47 3.58 48 33 0.0 -15.2 23.9 8.36 8.65 "" 8.05 599 -0.4 NGC5194 0.0 -2.03
UGC07983 12 49 47.0 + 3 50 32 0.81 0.68 0.18 "" 18.1 16.2 "" "" 13.7 * "" 15.6 28 10 Ir N 694 16.52 TRGB 12 49 47.0 + 3 50 32 4.0 54 9 0.0 -15.1 24.3 8.28 7.54 "" 8.51 565 -1.1 NGC4826 -0.8 -0.6
UGC07990 12 50 27.2 + 28 21 10 1.17 0.52 0.06 "" "" 16.2 "" 21.4 13.5 * "" 16.4 87 8 "" "" 512 20.4 TF 12 50 27.2 + 28 21 10 6.88 60 44 0.04 -15.4 25.1 8.53 9.19 "" 8.4 495 -1.5 NGC4494 -0.9 ""
UGC08030 12 54 29.4 + 26 18 18 1.23 0.56 0.04 "" 18.3 16.6 "" "" 14.2 * "" 17.0 53 10 Ir L 628 15.3 TF 12 54 29.4 + 26 18 18 5.4 66 24 0.0 -14.4 25.6 8.0 8.57 "" 7.89 604 0.4 NGC4725 0.6 2.02
UGC08061 12 56 43.4 + 11 55 52 0.83 0.8 0.13 "" 18.0 16.0 "" 20.5 13.5 * "" 16.6 56 10 Ir N 563 12.59 TRGB 12 56 43.4 + 11 55 52 3.11 41 36 0.0 -14.7 24.1 8.12 8.67 "" 7.9 474 0.2 NGC4762 0.6 1.78
UGC08105 12 59 58.1 + 2 2 58 1.43 0.68 0.09 "" 17.7 15.7 "" 17.6 13.3 * "" 16.3 37 9 BCD N 881 9.99 TF 12 59 58.1 + 2 2 58 4.17 54 17 0.0 -14.4 25.1 7.99 8.13 "" 7.82 751 -0.3 NGC4636 0.2 1.21
UGC08215 13 8 3.6 + 46 49 41 0.85 0.7 0.04 "" 17.7 16.0 "" 20.8 13.6 * "" 15.9 25 10 Ir N 224 4.57 TRGB 13 8 3.6 + 46 49 41 1.13 52 3 0.0 -12.3 24.3 7.18 6.16 "" 7.28 304 0.4 NGC4736 0.5 1.39
UGC08245 13 8 34.2 + 78 56 13 2.14 0.41 0.14 "" 16.8 14.8 "" 19.8 12.2 "" "" 16.4 18 9 Im N -26 4.72 TRGB 13 8 34.2 + 78 56 13 2.92 90 3 0.0 -13.8 24.9 7.78 6.33 "" 7.14 177 -0.6 MESSIER081 -0.3 0.38
UGC08313 13 13 53.9 + 42 12 31 2.11 0.31 0.05 "" 16.3 14.5 "" 17.5 11.9 "" "" 15.7 117 8 Sm "" 621 8.77 SBF 13 13 53.9 + 42 12 31 5.19 74 53 0.17 -15.5 24.4 8.44 9.23 "" 7.93 683 1.7 NGC5055 1.7 2.03
UGC08508 13 30 44.4 + 54 54 36 2.14 0.59 0.06 "" "" 14.1 "" 17.6 11.6 "" "" 14.7 46 10 Ir N 56 2.67 TRGB 13 30 44.4 + 54 54 36 1.65 63 21 0.0 -13.1 24.3 7.54 7.92 "" 7.29 181 -0.8 MESSIER081 -0.5 -0.88
UGC08638 13 39 19.4 + 24 46 33 1.66 0.67 0.06 "" 15.9 14.5 "" 18.1 11.5 "" "" 16.3 31 10 Ir N 276 4.29 TRGB 13 39 19.4 + 24 46 33 2.06 55 11 0.0 -13.8 24.1 7.97 7.5 "" 7.08 275 -0.2 NGC4826 -0.1 1.24
UGC08647 13 39 48.0 + 31 17 25 1.21 0.26 0.06 "" 17.8 16.3 "" 19.6 13.6 * "" 15.8 47 8 Sm "" 747 8.6 TF 13 39 48.0 + 31 17 25 2.91 77 20 0.0 -13.5 25.2 7.74 8.11 "" 7.89 776 -0.8 NGC5055 -0.5 ""
UGC08833 13 54 48.7 + 35 50 15 1.17 0.89 0.05 "" 16.7 15.3 "" 19.8 12.3 "" "" 15.8 28 10 Ir N 221 3.25 TRGB 13 54 48.7 + 35 50 15 1.12 30 14 0.0 -12.3 24.2 7.41 7.38 "" 7.05 280 -0.9 NGC4736 -0.4 -0.98
UGC08882 13 57 14.6 + 54 6 3 1.07 0.73 0.04 "" 21.6 15.4 "" 24.0 13.7 "" "" "" "" -1 dE N 348 6.95 SBF 13 57 14.6 + 54 6 3 2.16 49 "" 0.0 -13.8 24.2 7.51 "" "" "" 482 2.7 MESSIER101 2.7 1.56
UGC09540 14 48 52.0 + 34 42 43 0.76 0.8 0.09 "" 17.2 16.8 "" 18.8 14.3 * "" 15.7 39 10 Ir L 802 9.3 BTF 14 48 52.0 + 34 42 43 2.08 41 22 0.0 -13.2 24.7 7.52 8.08 "" 7.99 895 -1.5 NGC5055 -1.0 -1.62
UGC09660 15 1 9.3 + 44 41 53 1.2 0.49 0.09 "" 16.0 14.4 "" 17.9 11.7 "" "" 15.4 66 9 BCD N 608 10.76 TRGB 15 1 9.3 + 44 41 53 3.73 74 30 0.0 -15.9 23.3 8.68 8.58 "" 8.23 745 -1.4 NGC5866 -0.8 -0.61
UGC09893 15 32 57.1 + 46 27 9 1.25 0.45 0.05 "" 16.7 15.1 "" 20.9 12.7 * "" 16.1 45 9 Im N 655 10.2 TF 15 32 57.1 + 46 27 9 3.63 79 18 0.0 -15.0 24.1 8.25 8.16 "" 7.93 818 -1.4 NGC5907 -0.9 -2.03
UGC09992 15 41 47.8 + 67 15 15 1.66 0.61 0.16 "" 16.6 15.4 "" 19.0 12.9 * "" 15.1 49 10 Ir N 423 11.27 TRGB 15 41 47.8 + 67 15 15 5.52 61 23 0.0 -15.0 25.0 8.26 8.54 "" 8.4 638 -1.3 NGC5907 -1.0 ""
UGC11411 19 8 42.3 + 70 17 2 0.79 0.7 0.52 "" 16.6 15.6 "" 17.5 12.8 "" "" "" "" 9 BCD N 69 6.58 TRGB 19 8 42.3 + 70 17 2 1.68 52 "" 0.0 -14.0 23.4 7.85 "" "" "" 345 -0.7 NGC6503 -0.4 0.75
UGC11583 20 30 15.3 + 60 26 25 2.19 0.24 1.32 "" "" 15.9 "" 20.2 12.3 * "" 14.0 96 10 Ir L 126 7.15 TRGB 20 30 15.3 + 60 26 25 5.72 90 42 0.04 -14.7 25.4 8.15 9.06 "" 8.44 429 "" "" "" ""
UGC12588 23 24 42.4 + 41 20 53 1.86 0.82 0.63 "" "" 14.1 "" 17.0 10.9 * "" 14.9 90 8 "" "" 425 11.07 TRGB 23 24 42.4 + 41 20 53 6.82 35 68 0.05 -16.8 23.7 9.07 9.56 "" 8.46 723 1.8 NGC7640 1.8 0.66
UGC12713 23 38 14.5 + 30 42 33 1.78 0.47 0.27 "" 17.0 14.8 "" 18.4 11.5 "" "" 15.2 95 7 "" "" 295 12.2 TF 23 38 14.5 + 30 42 33 6.49 63 46 0.06 -16.0 24.4 8.9 9.21 "" 8.42 574 -1.6 NGC7331 -1.4 ""
UGC12894 0 0 22.5 + 39 29 44 1.02 0.87 0.47 "" 17.6 16.8 "" 19.4 14.0 * "" 15.7 34 10 Ir L 335 9.05 TRGB 0 0 22.5 + 39 29 44 2.97 33 21 0.0 -13.5 25.2 7.63 8.2 "" 7.98 619 "" "" "" ""
UGC7257 12 15 3.0 + 35 57 31 1.35 0.62 0.07 "" 15.2 14.4 "" 16.9 12.3 "" "" 14.8 89 8 "" "" 956 12.42 TF 12 15 3.0 + 35 57 31 4.85 52 49 0.05 -16.2 23.5 8.6 9.13 "" 8.62 957 -0.4 NGC3941 -0.1 1.35
UGC7321 12 17 34.0 + 22 32 25 6.76 0.06 0.12 "" 16.3 14.1 "" 18.1 10.7 "" "" 13.7 219 7 "" "" 403 17.2 TF 12 17 34.0 + 22 32 25 31.02 90 98 1.23 -18.4 25.3 9.56 10.54 "" 9.33 339 -0.4 NGC4494 0.0 -1.13
UGC7427 12 21 55.0 + 35 3 5 1.07 0.61 0.06 "" "" 15.9 "" 19.2 13.5 * "" 16.4 32 10 Ir N 726 9.7 TF 12 21 55.0 + 35 3 5 3.0 61 12 0.0 -14.1 24.6 7.89 7.67 "" 7.76 727 0.1 NGC4414 0.2 1.41
UGC7719 12 34 0.6 + 39 1 10 2.14 0.29 0.07 "" 16.1 15.3 "" 18.1 12.6 * "" 15.1 57 8 "" "" 679 9.2 TF 12 34 0.6 + 39 1 10 5.53 75 25 0.0 -14.6 25.4 8.21 8.61 "" 8.22 704 0.2 NGC4490 0.4 1.1
UGC7751 12 35 11.8 + 41 3 39 1.21 0.34 0.11 "" 17.7 16.5 "" 21.1 14.0 * "" 16.4 41 9 Im N 605 7.9 TF 12 35 11.8 + 41 3 39 2.73 90 16 0.0 -13.1 25.4 7.49 7.9 "" 7.58 641 0.3 NGC4618 0.5 1.71
UGCA086 3 59 49.5 + 67 7 31 4.47 0.69 4.06 "" "" 13.5 "" 16.2 8.2 "" "" "" "" 8 "" "" 72 2.98 TRGB 3 59 49.5 + 67 7 31 9.18 47 "" 0.0 -17.9 23.2 9.13 "" "" "" 280 1.1 IC0342 1.2 1.4
UGCA092 4 32 0.3 + 63 36 50 2.0 0.5 3.42 "" "" 15.2 "" 17.1 11.0 "" "" 12.8 56 10 Ir L -95 3.22 TRGB 4 32 0.3 + 63 36 50 3.81 72 25 0.0 -15.7 23.5 8.04 8.44 "" 8.23 93 1.8 NGC1569 1.9 1.41
UGCA105 5 14 15.1 + 62 34 51 5.5 0.64 1.35 "" 15.1 12.1 "" 15.3 8.2 "" "" 11.9 121 8 "" "" 113 3.39 TRGB 5 14 15.1 + 62 34 51 7.13 51 68 0.12 -17.0 23.6 9.14 9.58 "" 8.65 281 0.3 IC0342 0.4 1.47
UGCA127 6 20 55.7 - 8 29 44 5.25 0.28 3.62 "" "" 14.1 "" 15.5 8.3 "" "" 12.1 300 6 "" "" 732 8.5 TF 6 20 55.7 - 8 29 44 27.0 77 141 0.78 -20.0 23.5 10.0 10.8 "" 9.34 562 2.7 UGCA127sat 2.7 0.45
UGCA127sat 6 20 54.8 - 8 39 1 0.69 0.32 3.53 "" "" 16.9 "" 20.4 11.3 * "" "" "" 10 Ir L 708 8.5 mem 6 20 54.8 - 8 39 1 3.51 90 "" 0.0 -16.3 22.8 8.76 "" "" "" 538 3.9 UGCA127 3.9 0.9
UGCA153 9 13 12.1 - 19 24 31 2.24 0.6 0.38 "" 17.1 15.4 "" 19.3 12.4 * "" 14.9 111 8 "" "" 766 21.9 TF 9 13 12.1 - 19 24 31 15.17 54 59 0.1 -16.8 25.4 9.07 9.79 "" 9.06 489 -1.8 NGC2613 -1.4 ""
UGCA193 10 2 36.2 - 6 0 43 4.27 0.07 0.17 "" 16.6 14.7 "" 18.7 12.0 "" "" 14.4 123 7 "" "" 663 10.05 TRGB 10 2 36.2 - 6 0 43 11.63 90 53 0.4 -15.9 25.7 8.54 9.59 "" 8.58 427 "" "" "" ""
UGCA281 12 26 16.0 + 48 29 31 1.05 0.75 0.06 "" 15.3 15.1 "" 15.9 12.5 "" "" 15.2 47 10 Ir N 279 5.7 TRGB 12 26 16.0 + 48 29 31 1.74 47 26 0.0 -13.7 23.8 7.82 8.15 "" 7.77 347 -0.9 NGC4258 -0.4 -0.17
UGCA292 12 38 40.0 + 32 46 0 1.02 0.7 0.07 "" 16.3 16.1 "" 18.0 14.2 "" "" 15.0 27 10 Ir L 308 3.85 TRGB 12 38 40.0 + 32 46 0 1.15 52 8 0.0 -11.9 24.7 6.79 6.88 "" 7.49 306 -0.2 NGC4736 0.1 1.44
UGCA294 12 44 38.1 + 28 28 21 1.1 0.57 0.07 "" 16.0 14.8 < 18.2 12.4 * "" 15.6 60 9 BCD N 955 9.9 TF 12 44 38.1 + 28 28 21 3.13 65 28 0.0 -15.2 23.6 8.34 8.47 "" 8.09 935 -0.2 NGC4414 0.0 1.28
UGCA298 12 46 55.4 + 26 33 51 0.89 0.78 0.06 "" 17.8 15.3 "" 18.2 12.4 "" "" 17.8 65 9 BCD N 844 11.0 TF 12 46 55.4 + 26 33 51 2.86 44 41 0.0 -15.0 23.6 8.43 8.74 "" 7.29 817 -1.1 NGC4274 -0.5 -0.87
UGCA319 13 2 14.4 - 17 14 15 1.26 0.69 0.35 "" 17.2 15.1 "" 21.1 12.1 "" "" 15.2 94 10 Ir N 755 5.75 TRGB 13 2 14.4 - 17 14 15 2.24 53 51 0.05 -14.1 23.9 8.02 8.84 "" 7.76 555 -0.5 DDO161 -0.2 0.52
UGCA361 13 32 36.2 + 49 49 49 0.98 0.59 0.03 "" 21.8 16.7 > 24.5 12.6 * "" "" "" -1 Tr L "" 8.4 mem 13 32 36.2 + 49 49 49 2.35 63 "" 0.0 -13.0 25.2 8.13 "" "" "" "" 1.2 NGC5194 1.3 1.87
UGCA365 13 36 30.8 - 29 14 11 1.58 0.42 0.23 "" 18.0 15.5 "" 23.7 12.6 "" "" 16.3 31 10 Ir L 577 5.42 TRGB 13 36 30.8 - 29 14 11 2.54 87 9 0.0 -13.4 24.9 7.73 7.4 "" 7.29 367 0.7 NGC5236 0.8 1.64
UGCA438 23 26 27.5 - 32 23 26 2.14 0.8 0.06 "" 15.4 13.9 "" 20.2 11.0 "" "" 14.4 35 10 Ir N 62 2.22 TRGB 23 26 27.5 - 32 23 26 1.39 41 19 0.0 -12.9 24.1 7.59 7.75 "" 7.25 99 -0.5 NGC0055 -0.2 0.53
UGCA442 23 43 46.0 - 31 57 33 6.31 0.14 0.07 "" 15.0 13.6 "" 17.5 11.4 "" "" 13.5 94 8 "" "" 267 4.37 TRGB 23 43 46.0 - 31 57 33 7.52 90 41 0.04 -14.7 26.0 8.03 9.17 "" 8.22 300 -0.3 NGC0253 -0.2 0.45
"UMa I" 10 34 48.8 + 51 56 6 18.0 0.2 0.08 > 23.0 15.3 > 24.6 11.1 * > 16.3 19 -3 Sph X -55 0.1 TRGB 10 34 48.8 + 51 56 6 0.5 90 3 0.0 -4.8 30.0 4.87 5.56 < 3.8 0 2.5 "Milky Way" 2.6 1.75
"UMa II" 8 51 30.0 + 63 7 48 25.3 0.5 0.38 "" 22.3 14.8 > 24.4 10.4 * > 18.5 16 -2 Sph X -116 0.03 TRGB 8 51 30.0 + 63 7 48 0.25 80 3 0.0 -3.1 30.2 4.18 5.27 < 1.91 -3 3.9 "Milky Way" 3.9 1.75
UMin 15 9 11.3 + 67 12 52 30.2 0.44 0.14 > 23.0 11.9 "" "" 7.7 * > 20.7 21 -3 Sph X -255 0.06 TRGB 15 9 11.3 + 67 12 52 0.53 90 3 0.0 -7.1 27.8 5.8 5.59 < 1.59 -52 3.2 "Milky Way" 3.2 1.75
VCC0114 12 14 35.2 + 5 40 38 0.6 0.52 0.07 "" 18.6 16.2 "" 21.2 13.7 * "" 16.6 34 10 Ir N 2067 8.2 TF 12 14 35.2 + 5 40 38 1.42 70 12 0.0 -13.5 23.6 7.64 7.39 "" 7.53 1923 0.3 IC3115 0.5 0.8
VCC0169 12 15 56.2 + 9 38 57 0.85 0.68 0.08 "" 21.2 16.7 "" 22.3 14.3 * "" 15.6 24 10 Ir L 2219 9.4 TF 12 15 56.2 + 9 38 57 2.33 54 3 0.0 -13.3 24.9 7.55 6.42 "" 8.04 2094 0.0 NGC4417 0.3 1.41
VCC0381 12 19 54.1 + 6 39 57 0.78 0.92 0.01 "" 18.7 16.7 "" "" 14.3 * "" 16.3 23 10 Ir L 480 16.5 mem 12 19 54.1 + 6 39 57 3.72 26 6 0.0 -14.4 24.7 8.02 7.16 "" 8.23 344 -0.2 NGC4339 0.2 1.14
VCC0429 12 20 43.9 + 14 37 52 0.65 0.59 0.13 "" 19.3 17.2 "" "" 14.7 * "" 18.7 29 9 BCD "" 587 7.1 TF 12 20 43.9 + 14 37 52 1.35 63 9 0.0 -12.2 24.8 7.13 7.09 "" 6.57 487 -0.9 PGC1475898 -0.5 0.52
VCC0565 12 22 38.5 + 6 0 52 0.58 0.6 0.1 "" 19.2 16.9 "" 22.1 14.5 * "" 18.1 28 10 Ir N 871 9.6 TF 12 22 38.5 + 6 0 52 1.61 62 8 0.0 -13.1 24.2 7.5 7.07 "" 7.06 734 -0.3 NGC4417 0.2 1.41
VCC0841 12 25 47.0 + 14 57 7 1.1 0.49 0.12 "" 19.0 15.7 "" "" 13.2 * "" 17.8 39 9 Im N 499 7.9 TF 12 25 47.0 + 14 57 7 2.51 74 15 0.0 -14.0 24.4 7.84 7.84 "" 7.01 404 0.2 NGC4458 0.4 1.6
VCC1675 12 36 35.0 + 8 3 17 1.41 0.61 0.1 "" 17.8 14.8 "" 21.1 12.1 "" "" 18.3 33 9 BCD N 1790 7.5 TF 12 36 35.0 + 8 3 17 3.09 61 12 0.0 -14.7 24.1 8.22 7.74 "" 6.77 1670 -1.1 NGC4382 -0.5 0.88
VCC1713 12 37 29.1 + 4 45 5 0.58 0.59 0.1 "" 17.9 15.9 "" 22.3 13.4 * "" 17.4 26 9 Im N 1638 7.2 TF 12 37 29.1 + 4 45 5 1.21 63 5 0.0 -13.5 23.2 7.66 6.59 "" 7.08 1504 -0.6 NGC4713 -0.4 0.44
VCC1725 12 37 41.2 + 8 33 33 1.17 0.54 0.1 "" 16.0 14.6 "" 18.8 11.7 "" "" 16.5 76 9 BCD N 1076 8.5 TF 12 37 41.2 + 8 33 33 2.9 68 36 0.0 -15.2 23.5 8.48 8.63 "" 7.6 959 -0.4 NGC4466 0.1 1.33
VCC1822 12 40 10.4 + 6 50 49 0.83 0.53 0.09 "" "" 16.5 "" "" 14.1 * "" 17.7 23 10 Ir N 1008 8.1 TF 12 40 10.4 + 6 50 49 1.95 69 3 0.0 -13.1 24.7 7.5 6.21 "" 7.07 885 -0.7 NGC4630 -0.2 1.29
VCC2033 12 46 4.5 + 8 28 35 0.55 0.91 0.1 "" 17.4 15.3 "" 19.5 12.5 "" "" 18.3 23 9 BCD H 1485 9.8 TF 12 46 4.5 + 8 28 35 1.59 27 5 0.0 -14.8 22.6 8.32 6.75 "" 7.01 1373 -0.6 NGC4472 0.0 1.16
VCC2037 12 46 15.3 + 10 12 12 1.2 0.46 0.11 "" 17.9 15.9 "" 20.1 13.4 * "" 18.5 29 10 Ir N 1142 9.64 TRGB 12 46 15.3 + 10 12 12 3.35 78 8 0.0 -14.2 24.8 7.92 7.4 "" 6.9 1038 -0.5 NGC4435 0.0 1.41
VV747 10 57 47.0 + 36 15 39 1.1 0.56 0.09 "" 16.6 15.5 "" 17.9 13.1 * "" "" "" 10 Ir N 619 9.2 mem 10 57 47.0 + 36 15 39 2.92 66 "" 0.0 -14.4 24.2 8.02 "" "" "" 594 0.9 NGC3432 1.0 0.47
"Virgo I" 12 0 9.6 - 0 40 48 3.0 0.56 0.1 "" "" 19.6 "" "" 15.4 * "" "" "" -2 Sph X "" 0.09 HB 12 0 9.6 - 0 40 48 0.08 70 "" 0.0 -0.2 30.5 3.03 "" "" "" "" 2.8 "Milky Way" 2.8 1.73
"WHI B0619-07" 6 22 13.8 - 7 50 16 1.74 0.53 2.54 "" "" 14.6 "" 18.5 9.5 * "" 13.1 156 8 "" "" 759 8.4 TF 6 22 13.8 - 7 50 16 7.17 59 79 0.22 -17.8 22.8 9.45 9.72 "" 8.94 591 1.5 UGCA127 1.6 0.83
WLM 0 1 58.1 - 15 27 40 11.48 0.35 0.16 "" 12.8 11.0 "" 15.6 9.0 "" "" 11.2 53 9 Im N -122 0.98 TRGB 0 1 58.1 - 15 27 40 3.25 90 22 0.0 -14.1 24.8 7.7 8.27 "" 7.84 -16 0.0 MESSIER031 0.2 1.75
Willman1 10 49 21.0 + 51 3 0 3.7 0.53 0.06 "" 21.2 16.0 > 24.4 11.9 * > 16.3 10 -2 Sph X -12 0.04 CMD 10 49 21.0 + 51 3 0 0.04 74 3 0.0 -1.9 27.4 3.72 4.5 < 2.96 41 3.7 "Milky Way" 3.7 1.75
[CKT2009]d0926+70 9 26 27.9 + 70 30 24 0.4 0.75 0.99 "" 22.3 19.0 > 25.1 15.7 * > 19.7 "" 10 Tr L "" 3.4 TRGB 9 26 27.9 + 70 30 24 0.48 47 "" 0.0 -9.7 25.1 6.11 "" < 5.52 "" 1.4 MESSIER081 1.7 1.91
[CKT2009]d0934+70 9 34 3.7 + 70 12 57 0.59 0.86 1.11 "" 22.3 18.0 > 24.5 12.8 * "" "" "" -3 Sph X "" 3.02 TRGB 9 34 3.7 + 70 12 57 0.71 37 "" 0.0 -10.6 25.0 7.18 "" "" "" "" 0.5 MESSIER081 0.7 1.91
[CKT2009]d0939+71 9 39 15.9 + 71 18 42 0.35 0.85 0.17 "" 24.6 19.6 > 25.4 17.1 * "" "" "" 10 Sph L "" 3.65 TRGB 9 39 15.9 + 71 18 42 0.38 35 "" 0.0 -8.4 25.8 5.6 "" "" "" "" 2.2 MESSIER081 2.5 1.91
[CKT2009]d0944+69 9 44 22.5 + 69 12 40 0.2 0.99 0.41 > 23.0 21.0 > 24.7 16.5 * "" "" "" -3 Sph X "" 3.84 TRGB 9 44 22.5 + 69 12 40 0.25 10 "" 0.0 -7.3 26.0 5.88 "" "" "" "" 2.4 MESSIER081 2.5 1.89
[CKT2009]d0944+71 9 44 34.4 + 71 28 57 0.89 0.62 0.14 "" 24.2 16.7 > 24.4 12.5 * > 19.8 "" -1 Sph L -38 3.47 TRGB 9 44 34.4 + 71 28 57 0.91 60 "" 0.0 -11.1 25.0 7.41 "" < 5.51 115 1.8 MESSIER082 2.0 1.91
