Name RAh_1 RAm_1 RAs_1 DE-_1 DEd_1 DEm_1 DEs_1 a26_1 b/a AB_1 l_FUVmag FUVmag Bmag l_Hamag Hamag Kmag f_Kmag l_21mag 21mag W50 TType Tdw1 Tdw2 RVel Dis f_Dis RAh_2 RAm_2 RAs_2 DE-_2 DEd_2 DEm_2 DEs_2 a26_2 inc Vm AB_2 BMag SBB logKLum logM26 l_logMHI logMHI VLG Theta1 MD Theta5 Thetaj
"And XV" 1 14 18.7 + 38 7 3 2.6 0.76 0.2 "" "" 16.9 > 24.8 12.6 * > 16.3 13 -3 Sph L -323 0.76 TRGB 1 14 18.7 + 38 7 3 0.6 50 3 0.0 -7.7 27.5 6.03 5.87 < 5.56 -79 2.9 MESSIER031 2.9 1.75
"And XVI" 0 59 29.8 + 32 22 36 2.0 0.71 0.29 "" 20.6 17.1 > 24.5 12.7 * > 16.3 9 -3 Sph L -385 0.52 TRGB 0 59 29.8 + 32 22 36 0.33 57 3 0.0 -6.8 27.1 5.67 5.54 < 5.24 -143 1.5 MESSIER031 1.5 1.75
"And XVII" 0 37 7.0 + 44 19 20 2.8 0.5 0.32 "" 21.2 17.6 "" 22.3 13.2 * > 16.3 7 -2 Sph X -251 0.74 HB 0 37 7.0 + 44 19 20 0.64 80 3 0.0 -7.1 28.3 5.78 5.68 < 5.54 22 3.6 MESSIER031 3.7 1.75
"And XVIII" 0 2 14.5 + 45 5 20 1.6 0.97 0.45 > 23.0 17.3 > 24.6 12.8 * > 14.8 23 -3 Sph L -332 1.31 TRGB 0 2 14.5 + 45 5 20 0.69 17 9 0.0 -8.7 26.8 6.44 6.78 < 6.65 -44 0.5 MESSIER031 0.6 1.54
"And XX" 0 7 30.7 + 35 7 56 0.8 0.89 0.25 "" 21.8 19.0 > 24.3 14.7 * "" "" 17 -3 Sph X -456 0.8 TRGB 0 7 30.7 + 35 7 56 0.2 33 5 0.0 -5.8 27.1 5.26 5.7 "" "" -182 2.4 MESSIER031 2.4 1.75
"And XXI" 23 54 47.7 + 42 28 15 8.2 0.64 0.4 > 23.0 16.6 > 24.5 12.1 * "" "" 17 -3 Sph X -361 0.86 TRGB 23 54 47.7 + 42 28 15 2.27 66 3 0.0 -8.5 29.6 6.34 6.3 "" "" -73 2.2 MESSIER031 2.2 1.75
"And XXII" 1 27 40.0 + 28 5 25 1.8 0.39 0.33 > 23.0 19.0 "" 23.8 14.6 * "" "" 8 -3 Sph X -127 0.79 TRGB 1 27 40.0 + 28 5 25 0.44 90 3 0.0 -5.8 28.7 5.28 5.51 "" "" 87 1.7 MESSIER031 1.9 1.75
"And XXIII" 1 29 21.8 + 38 43 8 10.8 0.59 0.28 "" "" 15.6 "" 23.4 11.2 * "" "" 17 -3 Sph X -243 0.73 TRGB 1 29 21.8 + 38 43 8 2.44 73 3 0.0 -9.0 29.3 6.55 6.29 "" "" -6 2.4 MESSIER031 2.5 1.75
"And XXIV" 1 18 30.0 + 46 21 58 5.2 0.9 0.35 "" "" 17.3 > 24.4 12.9 * "" "" 8 -3 Sph X -128 0.6 HB 1 18 30.0 + 46 21 58 1.0 31 5 0.0 -6.9 29.4 5.73 6.44 "" "" 127 1.9 MESSIER031 1.9 1.75
"And XXIX" 23 58 55.6 + 30 45 20 2.7 0.65 0.2 > 23.0 17.0 "" 24.6 12.7 * "" "" 13 -2 Sph X -194 0.73 TRGB 23 58 55.6 + 30 45 20 0.59 60 3 0.0 -7.5 27.7 5.96 5.76 "" "" 76 2.0 MESSIER031 2.0 1.75
"And XXV" 0 30 8.9 + 46 51 7 5.4 0.97 0.42 > 23.0 16.4 > 24.5 11.9 * "" "" 7 -3 Sph X -108 0.81 HB 0 30 8.9 + 46 51 7 1.44 17 9 0.0 -8.6 28.5 6.38 7.1 "" "" 170 2.9 MESSIER031 2.9 1.75
"And XXVI" 0 23 45.6 + 47 54 58 2.0 0.65 0.46 > 23.0 19.7 > 24.4 15.2 * "" "" 20 -3 Sph X -261 0.76 HB 0 23 45.6 + 47 54 58 0.5 64 3 0.0 -5.2 29.6 5.02 5.65 "" "" 21 2.8 MESSIER031 2.9 1.75
"And XXVII" 0 37 27.1 + 45 23 13 2.8 0.6 0.34 > 23.0 17.6 > 24.6 13.2 * "" "" 20 -3 Sph X -535 0.83 HB 0 37 27.1 + 45 23 13 0.73 71 3 0.0 -7.3 28.3 5.88 5.77 "" "" -261 3.0 MESSIER031 3.1 1.75
"And XXVIII" 22 32 41.2 + 31 12 58 1.7 0.66 0.36 "" "" 16.7 > 24.6 12.3 * "" "" 12 -1 Tr L -331 0.65 TRGB 22 32 41.2 + 31 12 58 0.34 56 3 0.0 -7.7 26.3 6.04 5.56 "" "" -32 1.1 MESSIER031 1.2 1.75
"And XXX" 0 36 34.9 + 49 38 48 3.0 0.57 0.71 "" "" 17.4 > 24.6 12.7 * "" "" 28 -3 Sph X -141 0.68 TRGB 0 36 34.9 + 49 38 48 0.72 77 7 0.0 -7.5 28.1 5.94 6.62 "" "" 136 2.3 MESSIER031 2.6 1.75
Antlia 10 4 4.0 - 27 19 55 2.0 0.75 0.34 "" 17.1 16.2 "" "" 12.7 "" "" 16.6 22 10 Tr L 362 1.37 TRGB 10 4 4.0 - 27 19 55 0.84 47 3 0.0 -9.8 26.1 6.5 6.06 "" 5.95 66 1.7 NGC3109 1.8 -0.57
"Antlia 2" 9 35 32.8 - 36 46 2 151.2 0.62 0.55 "" "" 13.2 "" "" 8.6 * "" "" 13 -2 dSph L 291 0.13 RR 9 35 32.8 - 36 46 2 6.44 63 3 0.0 -7.9 32.5 6.11 6.77 "" "" -19 2.2 "Milky Way" 2.3 1.73
"Antlia B" 9 48 56.1 - 25 59 24 1.95 0.7 0.34 "" "" 16.3 "" "" 13.6 * "" 17.8 17 10 Ir L 376 1.29 TRGB 9 48 56.1 - 25 59 24 0.78 52 3 0.0 -9.6 26.2 6.09 5.96 "" 5.45 82 0.8 NGC3109 0.9 -0.56
ApplesI 23 15 3.3 - 42 32 22 0.1 0.73 0.05 > 23.0 21.4 "" "" 17.3 * "" "" "" -3 Sph X 674 8.32 spec 23 15 3.3 - 42 32 22 0.24 54 "" 0.0 -8.3 25.0 6.25 "" "" "" 661 -1.5 NGC7713 -1.0 ""
"Aquarius 2" 22 33 55.5 - 9 19 39 10.2 0.61 0.24 "" 21.8 16.7 "" "" 12.4 * "" "" 13 -2 Sph X -71 0.11 TRGB 22 33 55.5 - 9 19 39 0.33 64 3 0.0 -3.7 30.2 4.43 5.48 "" "" 96 2.5 "Milky Way" 2.6 1.75
Arp211 12 37 21.3 + 38 44 43 0.85 0.57 0.08 "" 16.0 15.7 "" 19.3 13.3 * "" 16.5 27 10 Ir N 458 6.14 TRGB 12 37 21.3 + 38 44 43 1.51 65 7 0.0 -13.3 23.9 7.56 6.9 "" 7.29 484 -0.9 NGC4258 -0.4 -0.2
BK3N 9 53 48.5 + 68 58 9 0.32 0.8 0.35 "" 19.4 18.8 "" 25.2 16.1 * "" 15.7 15 10 Ir N -40 4.17 TRGB 9 53 48.5 + 68 58 9 0.41 41 4 0.0 -9.7 24.7 6.12 5.83 "" 7.29 101 1.0 MESSIER081 1.1 1.9
BK5N 10 4 40.3 + 68 15 20 0.79 0.75 0.25 "" 23.8 17.5 "" 24.6 13.2 * "" "" "" -3 Sph L "" 3.7 TRGB 10 4 40.3 + 68 15 20 0.91 52 "" 0.0 -10.6 25.6 7.18 "" "" "" "" 3.4 MESSIER081 3.4 1.89
BK6N 10 34 31.9 + 66 0 42 1.1 0.64 0.05 > 23.0 16.9 "" 24.2 12.8 * "" "" "" -3 Sph L "" 3.31 TRGB 10 34 31.9 + 66 0 42 1.05 66 "" 0.0 -10.8 25.7 7.25 "" "" "" "" 0.9 MESSIER081 1.2 1.89
BST1047+1156 10 47 43.8 + 11 56 1 0.73 0.85 0.09 "" 21.7 20.0 "" "" 17.6 * "" 16.9 21 10 Ir X 970 10.4 mem 10 47 43.8 + 11 56 1 2.24 35 4 0.0 -10.2 27.9 6.31 6.68 "" 7.6 818 3.7 NGC3368 3.7 2.2
BTS116 12 18 57.3 + 28 33 11 0.92 0.56 0.12 > 23.0 16.0 "" "" 11.8 * "" "" "" -3 dE N 323 3.18 NAM 12 18 57.3 + 28 33 11 0.86 79 "" 0.0 -11.6 24.4 7.6 "" "" "" 289 -0.9 NGC4826 -0.4 -0.12
BTS132 12 23 46.2 + 47 39 32 0.39 0.68 0.08 "" 23.6 18.4 "" "" 14.2 * "" "" "" -3 Sph L "" 7.4 SBF 12 23 46.2 + 47 39 32 0.84 60 "" 0.0 -11.0 24.9 7.36 "" "" "" "" 1.6 NGC4258 1.6 1.72
BTS133 12 24 7.6 + 37 59 35 0.48 0.69 0.04 "" 18.6 17.8 "" "" 15.4 * "" 16.8 29 10 Ir L 641 8.99 BTF 12 24 7.6 + 37 59 35 1.25 53 10 0.0 -12.0 24.8 7.05 7.13 "" 7.51 657 0.0 NGC4490 0.2 1.11
BTS142 12 33 7.4 + 38 6 58 0.33 0.98 0.05 "" 20.2 18.4 "" "" 16.0 * "" 18.0 23 10 Ir L 719 10.0 BTF 12 33 7.4 + 38 6 58 0.97 13 11 0.0 -11.6 24.6 6.9 7.17 "" 7.15 740 -0.7 NGC4414 -0.2 -0.17
BTS146 12 40 2.1 + 38 0 2 0.34 0.55 0.08 "" 20.4 17.5 "" 25.0 15.1 * "" 18.1 27 10 Ir N 446 8.5 TF 12 40 2.1 + 38 0 2 0.83 67 6 0.0 -12.2 23.7 7.14 6.57 "" 6.97 470 -0.3 NGC4490 0.2 1.3
BTS151 12 43 24.6 + 32 28 56 0.78 0.61 0.07 > 23.0 17.4 "" "" 13.2 * "" "" "" -2 Sph L 735 7.6 TRGB 12 43 24.6 + 32 28 56 1.71 64 "" 0.0 -12.1 25.4 7.78 "" "" "" 734 "" "" "" ""
BTS157 12 51 13.3 + 47 4 15 0.52 0.82 0.15 "" 21.2 17.5 "" "" 15.0 * "" 18.2 18 10 Ir L 572 9.04 mem 12 51 13.3 + 47 4 15 1.41 39 4 0.0 -12.4 24.6 7.22 6.41 "" 6.98 644 0.0 NGC5055 0.3 0.53
BTS76 11 58 44.1 + 27 35 6 0.6 0.6 0.1 "" 20.6 17.4 "" 21.8 15.0 * "" "" "" 10 Ir N 455 12.59 TRGB 11 58 44.1 + 27 35 6 2.21 62 "" 0.0 -13.2 24.8 7.53 "" "" "" 407 -0.5 NGC4274 -0.2 -0.17
"Bedin I" 19 10 45.8 - 59 55 2 0.33 0.4 0.21 > 23.0 20.9 "" "" 16.6 * "" "" "" -2 dSph L "" 8.71 TRGB 19 10 45.8 - 59 55 2 0.85 90 "" 0.0 -9.0 27.0 6.56 "" "" "" "" -0.1 NGC6744 0.1 1.14
Bol520 0 50 42.4 + 32 54 59 0.2 0.89 0.37 "" 21.9 16.3 > 24.9 13.3 "" "" "" "" -3 dE H -312 0.63 TRGB 0 50 42.4 + 32 54 59 0.04 33 "" 0.0 -8.1 21.3 5.6 "" "" "" -64 2.0 MESSIER031 2.1 1.75
BootesI 14 0 5.0 + 14 30 15 20.0 0.61 0.08 > 23.0 13.7 "" "" 9.5 * > 18.9 12 -2 Sph X 99 0.07 HB 14 0 5.0 + 14 30 15 0.38 64 3 0.0 -5.5 28.7 5.15 5.53 < 2.39 69 3.2 "Milky Way" 3.2 1.75
BootesII 13 58 8.0 + 12 50 54 6.7 0.73 0.08 "" 22.5 16.3 "" "" 12.1 * > 19.9 25 -2 Sph X -117 0.04 CMD 13 58 8.0 + 12 50 54 0.08 51 4 0.0 -1.9 29.0 3.7 5.13 < 1.62 -156 3.8 "Milky Way" 3.8 1.75
BootesIII 13 57 12.0 + 26 48 0 56.0 0.65 0.1 > 23.0 12.6 "" "" 8.4 * > 16.7 33 -3 Sph X 198 0.05 HB 13 57 12.0 + 26 48 0 0.77 64 12 0.0 -5.9 29.9 5.29 7.12 < 2.98 219 3.6 "Milky Way" 3.6 1.75
BootesIV 15 34 45.4 + 43 43 34 15.1 0.36 0.09 "" "" 17.8 "" "" 13.6 * "" "" "" -3 Sph X "" 0.21 HB 15 34 45.4 + 43 43 34 0.9 90 "" 0.0 -3.9 32.2 4.51 "" "" "" "" 1.6 "Milky Way" 1.7 1.75
"CGCG 014-054" 12 31 3.8 + 1 40 33 1.27 0.58 0.08 "" 17.8 15.9 "" 22.8 13.4 * "" 16.5 44 9 Im N 1105 9.42 TRGB 12 31 3.8 + 1 40 33 3.46 64 20 0.0 -14.1 24.9 7.89 8.19 "" 7.68 954 "" "" "" ""
"CGCG 035-007" 9 34 44.9 + 6 25 32 1.07 0.63 0.18 "" 17.5 15.2 "" 19.4 12.7 * "" 16.0 89 9 BCD N 552 13.0 TF 9 34 44.9 + 6 25 32 4.14 59 45 0.03 -15.6 23.8 8.48 8.99 "" 8.17 366 -1.6 NGC3169 -1.1 ""
"CGCG 066-109" 11 4 26.5 + 11 45 18 1.05 0.29 0.06 "" 17.7 16.2 "" 20.0 13.8 * "" 16.8 44 10 Ir N 777 10.3 TF 11 4 26.5 + 11 45 18 3.02 90 18 0.0 -13.9 24.8 7.82 8.03 "" 7.64 629 0.3 NGC3628 0.8 2.16
"CGCG 095-078" 10 58 2.2 + 19 30 19 0.84 0.48 0.11 "" "" 15.6 "" "" 13.1 * "" 16.5 77 9 BCD N 652 11.7 TF 10 58 2.2 + 19 30 19 2.84 75 35 0.0 -14.9 23.7 8.19 8.6 "" 7.86 540 0.4 NGC3507 0.5 0.97
"CGCG 189-050" 13 17 4.9 + 37 57 9 0.85 0.77 0.06 "" "" 15.6 "" 18.3 13.2 * "" "" "" 9 BCD N 324 3.93 NAM 13 17 4.9 + 37 57 9 0.97 45 "" 0.0 -12.4 23.8 7.22 "" "" "" 368 0.2 NGC4736 0.3 1.41
"CGCG 217-018" 13 12 51.8 + 40 32 35 1.0 0.67 0.06 "" 16.7 14.9 "" 18.6 12.6 "" "" "" "" 9 BCD N 555 8.99 TRGB 13 12 51.8 + 40 32 35 2.61 55 "" 0.0 -14.9 23.5 8.19 "" "" "" 608 "" "" "" ""
"CGCG 262-028" 7 47 32.1 + 51 11 29 1.0 0.52 0.3 "" 16.0 14.8 "" 17.4 12.8 "" "" 15.5 75 9 BCD N 433 9.8 TF 7 47 32.1 + 51 11 29 2.96 70 35 0.0 -15.5 23.2 8.18 8.62 "" 8.13 497 -1.3 NGC2841 -0.9 -1.6
CGMW1-260 6 38 0.1 - 15 1 22 3.16 0.44 1.44 "" "" 13.7 "" 18.0 10.0 "" "" 14.2 195 8 "" "" 746 10.8 TF 6 38 0.1 - 15 1 22 13.13 65 95 0.35 -18.3 23.7 9.44 10.14 "" 8.71 542 -1.2 NGC2283 -1.0 ""
CGMW2-3473 8 25 12.9 - 28 8 25 0.78 0.58 1.03 "" "" 15.2 "" "" 11.9 * "" 15.7 62 9 BCD N 837 7.4 TF 8 25 12.9 - 28 8 25 2.04 64 30 0.0 -15.2 22.7 8.31 8.32 "" 7.78 549 -1.3 ESO495-021 -1.0 0.31
CIRCINUS 14 13 9.3 - 65 20 21 6.92 0.43 4.2 "" "" 12.1 "" 14.3 5.3 "" "" 10.7 251 3 "" "" 434 4.2 TF 14 13 9.3 - 65 20 21 20.28 69 121 0.46 -20.7 22.2 10.6 10.54 "" 9.3 189 -0.7 NGC5128 -0.4 ""
CVnHI 12 20 43.4 + 46 12 33 "" "" 0.06 "" 24.4 "" "" "" "" * "" 18.8 20 11 Ir X 420 7.66 mem 12 20 43.4 + 46 12 33 "" "" "" "" "" "" "" "" "" 6.58 475 2.4 NGC4258 2.4 1.77
CVnI 13 28 3.5 + 33 33 21 14.3 0.61 0.06 > 23.0 13.9 > 24.7 9.8 * > 19.9 18 -3 Sph X 31 0.22 TRGB 13 28 3.5 + 33 33 21 0.93 70 3 0.0 -7.9 28.3 6.1 5.88 < 3.08 62 1.5 "Milky Way" 1.6 1.73
CVnII 12 57 10.0 + 34 19 15 2.5 0.61 0.04 "" 21.4 17.0 "" "" 12.8 * > 16.6 11 -3 Sph X -129 0.16 HB 12 57 10.0 + 34 19 15 0.11 70 3 0.0 -4.1 27.5 4.59 4.98 < 4.1 -113 2.0 "Milky Way" 2.0 1.73
CamA 4 25 15.6 + 72 48 21 3.72 0.57 0.93 "" 20.1 14.8 "" 19.3 11.6 * "" 13.3 38 10 Ir L -54 3.56 TRGB 4 25 15.6 + 72 48 21 4.61 65 16 0.0 -13.9 25.8 7.79 8.14 "" 8.14 156 0.7 IC0342 0.7 1.41
CamB 4 53 6.9 + 67 5 57 1.48 0.5 0.94 "" "" 16.7 "" 20.3 13.4 "" "" 15.7 21 10 Ir L 78 3.5 TRGB 4 53 6.9 + 67 5 57 1.79 72 3 0.0 -12.0 25.6 7.09 6.16 "" 7.12 267 0.7 IC0342 0.8 1.48
Carina 6 41 36.7 - 50 57 58 24.55 0.67 0.27 "" 21.4 11.3 "" "" 7.0 * > 16.7 15 -3 Sph X 224 0.1 TRGB 6 41 36.7 - 50 57 58 0.76 62 3 0.0 -9.0 26.8 6.54 5.85 < 3.64 -52 2.6 "Milky Way" 2.8 1.75
"Carina II" 7 36 25.6 - 56 0 3 17.4 0.66 0.68 "" "" 14.2 "" "" 9.5 * "" "" 8 -2 Sph X 477 0.04 HB 7 36 25.6 - 56 0 3 0.22 59 3 0.0 -4.3 28.7 4.69 5.34 "" "" 183 3.8 "Milky Way" 4.0 1.75
"Carina III" 7 38 31.2 - 56 6 1 7.5 0.45 0.71 "" "" 15.7 "" "" 10.9 * "" "" 13 -2 Sph X 285 0.03 HB 7 38 31.2 - 56 6 1 0.07 90 3 0.0 -2.2 28.3 3.84 4.71 "" "" -10 4.2 "Milky Way" 4.2 1.75
"Cas III" 0 35 59.4 + 51 33 35 13.0 0.5 0.78 "" "" 13.7 > 24.5 8.9 * "" "" 20 -3 Sph X -372 0.78 TRGB 0 35 59.4 + 51 33 35 3.6 90 3 0.0 -11.5 27.6 7.56 6.42 "" "" -93 2.3 MESSIER031 2.4 1.75
"Cas dSph" 23 26 31.8 + 50 40 32 3.02 0.87 0.83 > 23.0 13.7 "" 24.1 8.8 * > 16.3 29 -3 Sph L -307 0.82 TRGB 23 26 31.8 + 50 40 32 0.92 36 14 0.0 -11.8 24.4 7.66 7.29 < 5.63 -5 1.7 MESSIER031 1.7 1.75
Cas1 2 6 7.9 + 69 0 36 2.19 0.77 4.4 "" "" 15.3 "" 17.2 9.3 "" "" 13.2 50 10 Ir N 35 4.51 TRGB 2 6 7.9 + 69 0 36 7.36 45 29 0.0 -17.4 23.3 9.03 8.87 "" 8.38 284 "" "" "" ""
CenA-MM-Dw1 13 30 14.3 - 41 53 36 2.6 0.81 0.54 > 23.0 16.4 "" "" 11.8 * > 14.6 "" -2 dSph X 265 3.91 TRGB 13 30 14.3 - 41 53 36 3.37 42 "" 0.0 -12.1 26.9 7.79 "" < 7.66 23 1.8 NGC5128 1.8 1.88
CenA-MM-Dw10 13 24 32.9 - 44 44 7 0.5 0.8 0.38 > 23.0 20.8 "" "" 16.4 * "" "" "" -2 Sph X "" 3.27 TRGB 13 24 32.9 - 44 44 7 0.52 43 "" 0.0 -7.2 27.7 5.81 "" "" "" "" 1.0 NGC5128 1.3 1.88
CenA-MM-Dw11 13 17 49.2 - 42 55 37 0.66 0.73 0.5 > 23.0 19.5 "" "" 14.9 * "" "" "" -2 Sph X "" 3.52 TRGB 13 17 49.2 - 42 55 37 0.76 51 "" 0.0 -8.7 27.0 6.45 "" "" "" "" 2.1 NGC5128 2.1 1.88
CenA-MM-Dw2 13 29 57.3 - 41 52 23 0.68 0.9 0.56 > 23.0 20.6 "" "" 16.0 * "" "" "" -2 dSph X "" 4.15 TRGB 13 29 57.3 - 41 52 23 0.94 30 "" 0.0 -8.1 28.1 6.17 "" "" "" "" 0.9 NGC5128 1.0 1.87
CenA-MM-Dw3 13 30 21.5 - 42 11 33 4.4 0.71 0.5 > 23.0 16.5 "" "" 11.9 * > 17.4 "" -2 Sph X 36 3.8 TRG 13 30 21.5 - 42 11 33 5.57 53 "" 0.0 -11.9 28.1 7.73 "" < 6.55 118 2.0 NGC5128 2.0 1.88
CenA-MM-Dw4 13 23 2.6 - 41 47 10 0.62 0.75 0.53 > 23.0 18.6 "" "" 14.0 * > 17.4 "" -2 Sph L "" 4.09 TRGB 13 23 2.6 - 41 47 10 0.84 49 "" 0.0 -10.0 25.9 6.95 "" < 6.6 "" 1.1 NGC5128 1.1 1.87
CenA-MM-Dw5 13 19 52.4 - 41 59 37 0.42 0.45 0.51 > 23.0 21.7 "" "" 17.1 * > 17.4 "" -2 Sph X "" 3.6 TRG 13 19 52.4 - 41 59 37 0.49 90 "" 0.0 -6.6 28.2 5.59 "" < 6.49 "" 2.8 NGC5128 2.8 1.88
CenA-MM-Dw6 13 25 57.6 - 41 5 39 0.58 0.5 0.48 > 23.0 20.0 "" "" 15.5 * > 17.4 "" -2 Sph X "" 4.0 TRG 13 25 57.6 - 41 5 39 0.75 80 "" 0.0 -8.5 27.2 6.36 "" < 6.58 "" 1.2 NGC5128 1.2 1.88
CenA-MM-Dw7 13 26 28.7 - 43 33 24 0.74 0.72 0.48 > 23.0 20.2 "" "" 15.7 * > 17.4 "" -2 Sph X "" 4.1 TRG 13 26 28.7 - 43 33 24 0.99 52 "" 0.0 -8.4 27.9 6.29 "" < 6.6 "" 1.0 NGC5128 1.1 1.87
CenA-MM-Dw8 13 33 34.1 - 41 36 28 1.2 0.74 0.35 > 23.0 17.9 "" "" 13.4 * > 17.4 "" -2 Sph X "" 3.4 TRG 13 33 34.1 - 41 36 28 1.31 50 "" 0.0 -10.2 26.7 7.03 "" < 6.45 "" 1.7 NGC5128 1.8 1.88
CenA-MM-Dw9 13 33 1.5 - 42 31 48 0.78 0.87 0.47 > 23.0 18.5 "" "" 13.9 * > 17.4 "" -2 Sph X "" 3.8 TRG 13 33 1.5 - 42 31 48 0.97 34 "" 0.0 -9.9 26.3 6.92 "" < 6.53 "" 2.4 NGC5128 2.4 1.88
CenN 13 48 9.2 - 47 33 54 0.76 0.78 0.61 "" "" 17.5 "" "" 12.8 * > 17.8 "" -3 Sph L "" 3.66 TRGB 13 48 9.2 - 47 33 54 0.96 48 "" 0.0 -10.9 25.3 7.32 "" < 6.34 "" 1.2 NGC5128 1.3 1.87
"Centaurus A-dE5" 14 30 5.0 - 33 28 45 0.52 0.58 0.33 > 23.0 18.4 > 25.4 15.8 * > 20.2 "" 10 Tr L "" 9.0 txt 14 30 5.0 - 33 28 45 1.44 64 "" 0.0 -11.7 25.4 6.92 "" < 6.16 "" -1.8 NGC4594 -1.4 ""
Cepheus1 20 51 9.7 + 56 53 24 3.02 0.5 4.05 "" "" 15.4 "" 19.3 9.1 * "" 12.1 90 8 "" "" 33 7.73 mem 20 51 9.7 + 56 53 24 15.86 61 45 0.04 -18.1 24.2 9.61 9.57 "" 9.27 342 0.9 NGC6946 1.0 1.76
Cetus 0 26 11.0 - 11 2 40 4.79 0.67 0.12 > 23.0 14.4 > 22.1 10.2 * > 16.8 40 -1 Tr L -87 0.79 TRGB 0 26 11.0 - 11 2 40 1.11 55 19 0.0 -10.2 26.3 7.03 7.66 < 5.4 26 0.3 MESSIER031 0.5 1.75
"Cetus III" 2 5 19.4 - 4 16 12 2.46 0.24 0.09 "" "" 20.3 "" "" 16.1 * "" "" "" -2 Sph X "" 0.25 HB 2 5 19.4 - 4 16 12 0.17 90 "" 0.0 -1.8 30.7 3.67 "" "" "" "" 1.4 "Milky Way" 1.5 1.75
ClumpI 9 57 21.2 + 68 42 55 0.18 0.72 0.31 > 23.0 19.8 > 24.0 17.2 * "" "" "" 10 Ir N -165 3.6 mem 9 57 21.2 + 68 42 55 0.2 50 "" 0.0 -8.3 24.5 5.57 "" "" "" -25 3.2 MESSIER082 3.4 1.91
ClumpIII 10 0 40.4 + 68 39 37 0.1 0.95 0.31 > 23.0 19.8 "" 22.2 17.2 * "" "" "" 10 Ir L -121 3.6 mem 10 0 40.4 + 68 39 37 0.11 20 "" 0.0 -8.3 23.3 5.57 "" "" "" 19 3.1 MESSIER082 3.3 1.91
"Columbia I" 5 31 25.7 - 27 57 27 3.9 0.7 0.09 "" "" 17.8 "" "" 13.6 * > 17.0 "" -2 Sph X "" 0.18 HB 5 31 25.7 - 27 57 27 0.21 54 "" 0.0 -3.6 29.3 4.39 "" < 4.06 "" 1.8 "Milky Way" 1.9 1.75
"Coma P" 12 32 10.3 + 20 25 24 1.02 0.31 0.13 "" 19.4 18.0 "" "" 15.5 * "" 15.7 28 10 Ir L 1348 10.9 TRGB 12 32 10.3 + 20 25 24 3.17 90 7 0.0 -12.3 26.5 7.18 7.25 "" 8.13 1282 0.2 IC3436 0.5 1.41
ComaI 12 26 58.4 + 23 54 42 9.5 0.64 0.08 > 23.0 15.0 "" "" 10.8 * > 19.9 11 -3 Sph X 98 0.04 HB 12 26 58.4 + 23 54 42 0.12 66 3 0.0 -3.2 28.4 4.24 5.01 < 1.63 46 3.7 "Milky Way" 3.7 1.75
Crater 11 36 15.8 - 10 52 40 1.08 0.92 0.09 > 23.0 16.0 "" "" 11.8 * > 16.7 5 -3 dE N 148 0.17 CMD 11 36 15.8 - 10 52 40 0.05 28 5 0.0 -5.2 24.8 5.05 5.27 < 4.11 -80 1.9 "Milky Way" 1.9 1.73
"Crater 2" 11 49 14.4 - 18 24 47 62.4 0.95 0.11 "" "" 13.3 "" "" 9.1 * "" "" 6 -3 Sph X 88 0.12 TRGB 11 49 14.4 - 18 24 47 2.2 22 7 0.0 -7.2 30.9 5.82 7.07 "" "" -158 2.4 "Milky Way" 2.4 1.73
DDO006 0 49 49.3 - 21 0 58 2.29 0.41 0.07 "" 16.9 15.3 "" 21.9 13.3 "" "" 15.9 19 10 Ir N 292 3.44 TRGB 0 49 49.3 - 21 0 58 2.24 90 3 0.0 -12.5 25.6 7.08 6.21 "" 7.06 344 1.3 NGC0253 1.3 1.74
DDO013 1 40 9.6 + 15 54 17 4.57 0.78 0.28 "" 16.0 14.4 "" 17.7 11.8 * "" 14.0 35 10 Ir L 631 9.04 BS 1 40 9.6 + 15 54 17 12.64 44 18 0.0 -15.7 26.1 8.53 8.68 "" 8.66 798 -0.6 NGC0628 -0.4 -0.81
DDO019 2 25 0.2 + 36 2 16 2.14 0.76 0.3 "" 16.6 15.8 "" 18.4 13.1 * "" 14.9 87 10 Ir L 577 9.55 mem 2 25 0.2 + 36 2 16 6.27 46 53 0.04 -14.4 25.9 8.03 9.31 "" 8.34 771 0.3 NGC0925 0.5 1.07
DDO022 2 32 54.0 + 38 40 50 1.74 0.31 0.21 "" 18.3 15.7 "" 19.7 13.1 * "" 15.5 52 10 Ir N 570 9.95 mem 2 32 54.0 + 38 40 50 5.02 90 22 0.0 -14.6 25.3 8.07 8.44 "" 8.11 765 0.4 NGC0891 0.6 1.83
DDO024 2 33 43.0 + 40 31 41 2.62 0.81 0.24 "" "" 13.7 > 17.8 10.9 * "" 14.0 48 8 "" "" 581 9.95 mem 2 33 43.0 + 40 31 41 7.92 36 33 0.0 -16.6 24.3 8.97 9.01 "" 8.74 780 1.0 NGC0891 1.0 1.75
DDO025 2 33 18.2 + 33 29 28 2.57 0.92 0.41 "" 15.9 14.0 > 18.1 11.0 * "" 14.7 36 8 "" "" 604 9.55 mem 2 33 18.2 + 33 29 28 7.78 23 33 0.0 -16.4 24.4 8.89 8.98 "" 8.43 785 1.2 NGC0925 1.2 1.03
